symbol,datetime,open,high,low,close,volume
AAPL,2015-09-28 22:00:00,28.2075,28.3775,26.965,27.265,293461536
AAPL,2015-09-29 22:00:00,27.5425,27.885,27.1825,27.575,265892132
AAPL,2015-09-30 22:00:00,27.2675,27.405,26.8275,27.395,255716400
AAPL,2015-10-01 22:00:00,27.0025,27.7534,26.8875,27.595,232079032
AAPL,2015-10-04 22:00:00,27.47,27.84245,27.2675,27.695,208258972
AAPL,2015-10-05 22:00:00,27.6575,27.935,27.44125,27.8275,195427908
AAPL,2015-10-06 22:00:00,27.935,27.9425,27.3525,27.695,187062200
AAPL,2015-10-07 22:00:00,27.5475,27.5475,27.0525,27.375,247918308
AAPL,2015-10-08 22:00:00,27.5,28.07,27.3725,28.03,211064560
AAPL,2015-10-11 22:00:00,28.1825,28.1875,27.86,27.9,121868816
AAPL,2015-10-12 22:00:00,27.705,28.1125,27.67,27.9475,132197024
AAPL,2015-10-13 22:00:00,27.8225,27.88,27.39,27.5525,177849796
AAPL,2015-10-14 22:00:00,27.7325,28.025,27.6225,27.965,150693808
AAPL,2015-10-15 22:00:00,27.945,28.0,27.6325,27.76,156930436
AAPL,2015-10-18 22:00:00,27.7,27.9375,27.5275,27.9325,119036612
AAPL,2015-10-19 22:00:00,27.835,28.5425,27.705,28.4425,195871052
AAPL,2015-10-20 22:00:00,28.5,28.895,28.425,28.44,169307896
AAPL,2015-10-21 22:00:00,28.5825,28.875,28.525,28.875,166616356
AAPL,2015-10-22 22:00:00,29.175,29.807,29.0825,29.77,237467656
AAPL,2015-10-25 22:00:00,29.52,29.5325,28.73,28.82,265335124
AAPL,2015-10-26 22:00:00,28.85,29.135,28.4975,28.6375,279537600
AAPL,2015-10-27 22:00:00,29.2325,29.825,29.015,29.8175,342205408
AAPL,2015-10-28 22:00:00,29.675,30.1725,29.5675,30.1325,204909336
AAPL,2015-10-29 22:00:00,30.2475,30.305,29.8625,29.875,197461016
AAPL,2015-11-01 22:00:00,29.9675,30.34,29.9025,30.295,128813068
AAPL,2015-11-02 22:00:00,30.1975,30.8725,30.175,30.6425,182075904
AAPL,2015-11-03 22:00:00,30.7825,30.955,30.405,30.5,179544200
AAPL,2015-11-04 22:00:00,30.4625,30.6725,30.045,30.23,158210720
AAPL,2015-11-05 22:00:00,30.2775,30.4525,30.155,30.265,132169132
AAPL,2015-11-08 22:00:00,30.24,30.4525,30.0125,30.1425,135485620
AAPL,2015-11-09 22:00:00,29.225,29.5175,29.01525,29.1925,236511724
AAPL,2015-11-10 22:00:00,29.0925,29.355,28.8025,29.0275,180871884
AAPL,2015-11-11 22:00:00,29.065,29.205,28.9125,28.93,130102316
AAPL,2015-11-12 22:00:00,28.8,28.8925,28.0675,28.085,183249612
AAPL,2015-11-15 22:00:00,27.845,28.56,27.75,28.54375,152426804
AAPL,2015-11-16 22:00:00,28.73,28.7625,28.33,28.4225,110467756
AAPL,2015-11-17 22:00:00,28.94,29.3725,28.875,29.3225,186698788
AAPL,2015-11-18 22:00:00,29.41,29.9375,29.19,29.695,173183280
AAPL,2015-11-19 22:00:00,29.8,29.98,29.7125,29.825,137148384
AAPL,2015-11-22 22:00:00,29.8175,29.9325,29.335,29.4375,129930112
AAPL,2015-11-23 22:00:00,29.3325,29.8375,29.28,29.72,171212688
AAPL,2015-11-24 22:00:00,29.8025,29.8075,29.48,29.5075,85553232
AAPL,2015-11-26 22:00:00,29.5725,29.6025,29.4,29.4525,52185780
AAPL,2015-11-29 22:00:00,29.4975,29.8525,29.4375,29.575,156721288
AAPL,2015-11-30 22:00:00,29.6875,29.7025,29.215,29.335,139409496
AAPL,2015-12-01 22:00:00,29.2625,29.5275,29.02,29.07,133546252
AAPL,2015-12-02 22:00:00,29.1375,29.1975,28.555,28.8,166278036
AAPL,2015-12-03 22:00:00,28.8225,29.8125,28.7775,29.7575,231107908
AAPL,2015-12-06 22:00:00,29.745,29.965,29.4525,29.57,128336996
AAPL,2015-12-07 22:00:00,29.38,29.65,29.215,29.5575,137237800
AAPL,2015-12-08 22:00:00,29.41,29.4225,28.77,28.905,185445428
AAPL,2015-12-09 22:00:00,29.01,29.235,28.8775,29.0425,116850908
AAPL,2015-12-10 22:00:00,28.7975,28.8475,28.21275,28.295,187544644
AAPL,2015-12-13 22:00:00,28.045,28.17,27.4475,28.12,260014436
AAPL,2015-12-14 22:00:00,27.985,28.2,27.5875,27.6225,213292420
AAPL,2015-12-15 22:00:00,27.7675,27.9975,27.2,27.835,224953868
AAPL,2015-12-16 22:00:00,28.005,28.0625,27.245,27.245,179091308
AAPL,2015-12-17 22:00:00,27.2275,27.38,26.4525,26.5075,385813308
AAPL,2015-12-20 22:00:00,26.82,26.8425,26.3925,26.8325,190362440
AAPL,2015-12-21 22:00:00,26.85,26.93,26.61275,26.8075,131157468
AAPL,2015-12-22 22:00:00,26.8175,27.2125,26.8,27.1525,130629416
AAPL,2015-12-23 22:00:00,27.25,27.25,26.9875,27.0075,54386720
AAPL,2015-12-27 22:00:00,26.8975,26.9225,26.545175,26.705,106816840
AAPL,2015-12-28 22:00:00,26.74,27.3575,26.715,27.185,123724972
AAPL,2015-12-29 22:00:00,27.145,27.175,26.795,26.83,100855108
AAPL,2015-12-30 22:00:00,26.7525,26.7575,26.205,26.315,163649264
AAPL,2016-01-03 22:00:00,25.6525,26.342,25.5,26.3375,270597548
AAPL,2016-01-04 22:00:00,26.4375,26.4625,25.6025,25.6775,223163968
AAPL,2016-01-05 22:00:00,25.14,25.5925,24.9675,25.175,273829552
AAPL,2016-01-06 22:00:00,24.67,25.0325,24.1075,24.1125,324377712
AAPL,2016-01-07 22:00:00,24.6375,24.7775,24.19,24.24,283192064
AAPL,2016-01-10 22:00:00,24.7425,24.765,24.335,24.6325,198957508
AAPL,2016-01-11 22:00:00,25.1375,25.1725,24.709975,24.99,196616908
AAPL,2016-01-12 22:00:00,25.08,25.2975,24.325,24.3475,249758524
AAPL,2016-01-13 22:00:00,24.49,25.12,23.935,24.88,252680508
AAPL,2016-01-14 22:00:00,24.05,24.4275,23.84,24.2825,319335564
AAPL,2016-01-18 22:00:00,24.6025,24.6625,23.875,24.165,212350988
AAPL,2016-01-19 22:00:00,23.775,24.547425,23.355,24.1975,289337664
AAPL,2016-01-20 22:00:00,24.265,24.47,23.735,24.075,208645852
AAPL,2016-01-21 22:00:00,24.6575,25.365,24.5925,25.355,263201868
AAPL,2016-01-24 22:00:00,25.38,25.3825,24.8025,24.86,207178100
AAPL,2016-01-25 22:00:00,24.9825,25.22,24.5175,24.9975,300308008
AAPL,2016-01-26 22:00:00,24.01,24.157225,23.335,23.355,533478696
AAPL,2016-01-27 22:00:00,23.4475,23.63,23.0975,23.5225,222715300
AAPL,2016-01-28 22:00:00,23.6975,24.335,23.5875,24.335,257666016
AAPL,2016-01-31 22:00:00,24.1175,24.1775,23.85,24.1075,163774164
AAPL,2016-02-01 22:00:00,23.855,24.01,23.57,23.62,149428860
AAPL,2016-02-02 22:00:00,23.75,24.21,23.52,24.0875,183857176
AAPL,2016-02-03 22:00:00,23.965,24.3325,23.7975,24.15,185886608
AAPL,2016-02-04 22:00:00,24.13,24.23,23.4225,23.505,185672256
AAPL,2016-02-07 22:00:00,23.2825,23.925,23.26,23.7525,216085500
AAPL,2016-02-08 22:00:00,23.5725,23.985,23.4825,23.7475,177324780
AAPL,2016-02-09 22:00:00,23.98,24.0875,23.525,23.5675,169374404
